	Content	Sentiment
594	Rất đẹp, nhiều trò chơi	1
595	"- Đồ ăn lên nhanh.
              - Chị chủ hay cười."	1
596	Nhiều nơi mua sắm khá tốt, nhất là mấy đồ thời trang, quần áo. Ngoài ra không còn mặt nào khác mình thực sự thích	1
597	"- Món ăn phong phú, thơm ngon, có nét đặc trưng riêng biệt, là sự kết hợp hài hòa của các hương vị chua cay mặn ngọt đắng chát trong cùng 1 món ăn.
                                                                        - Mua sắm: rẻ, nhiều mặt hàng, hoàn thuế tại sân bay
                                                                        - Đi lại bằng xe tuk tuk hoặc taxi rẻ hơn đi tàu điện nếu đi theo nhóm từ 3 người trở lên.
                                                                        - Cảnh quan đặc sắc, ấn tượng"	1
598	Không khí trong lành, đặc biệt là về mùa hè ban đêm rất mát mẻ, buổi tối đi ngủ có khi phải đắp chăn bông. Có những thời điểm trong năm, môt ngày có khi mang khí hậu cả 4 mùa: Sáng mùa xuân, trưa mùa hè, tối mùa thu, đêm mùa đông. Có nhiều đặc sản như: mận hậu, mơ, đào, sữa tươi, chè, các món ăn của người dân tộc... Đặc biệt ở thị trấn Nông trường có nhiều đồi chè phù hợp cho các bạn trẻ thích chụp ảnh hoặc các đôi chụp ảnh cưới. Xa hơn nữa thì có khu bảo tồn Xuân Nha có ngọn núi mang hình người phụ nữ đang nằm. Hoặc vào xã Chè Đen nơi có sương mù bao phủ quanh năm. Ngoài ra còn có các địa điểm đẹp khác như Hang Dơi, thác Dải Yếm, rừng thông  ở Bản Áng...	1
599	Các món ăn tuyệt vời: Thắng cố, gà bản, rau rừng... Hội đua ngựa thì rất đặc biệt	1
600	Những bãi biển thiên nhiên ở Nha Trang thật tuyệt vời, nước trong như ngọc, sóng êm, cát mịn. Ở Nha Trang có rất nhiều hoạt động cho du khách vui chơi, khám phá, với các tour đi đảo, tắm bùn, lặn biển ngắm san hô, thăm quan tháp Chàm...Khí hậu rất ôn hòa nên có thể du lịch nhiều tháng trong năm. 	1
601	Thân thiện với tất cả mọi người, thiên nhiên ưu đãi với vô vàn danh lam thắng cảnh và điểm du lịch hấp dẫn	1
602	"Lên Tam Đảo để nghỉ ngơi, ngủ một giấc trong không khí trong lành, café ngắm mây bay gió thổi, ăn một bữa ăn với ngọn su su làm món chính, thư thả dạo bộ trên những con đường dốc là một gợi ý hấp dẫn cho hai ngày cuối tuần. 
                                                            
                                                            Tam Đảo - cái tên đã quá quen thuộc với người Hà Nội và cũng là địa chỉ không còn xa lạ với những ai thích đi du lịch, nơi không có nhiều thay đổi sau nhiều năm. Đây là nơi thích hợp để người dân thủ đô tìm một nơi trốn nắng có khoảng cách gần trong tiết trời nóng bức của mùa hè."	1
603	Con người sôi nổi, nhiệt tình và thẳng thắn. Đồ ăn cũng rất nhiều thứ ngon. Quán cafe đa phần là rộng, đẹp. Mua sắm thì tuyệt vời. Dịch vụ cho mọi thứ đều chuyên nghiệp, lịch sự, hơn đứt Hà Nội. Ý thức giao thông tốt hơn. Một số quán cafe kiêm hát cho nhau nghe rất thú vị	1
604	Đẹp, phục vụ tốt	1
605	Mình vừa trở về từ khu du lịch Hòn Dấu, Đồ Sơn. Mình thích nhất là khu Đà lạt trên cao và tàu siêu tốc. Ở đấy không chỉ là khu nghỉ dưỡng mà còn là nơi vui chơi cho cả gia đình, bạn bè, có cả cầu treo thác tình yêu hay đền thờ thần tình yêu cho các cặp đôi nữa. Đi dạo trong khu Đà lạt thu nhỏ, mình thấy rất thích thú vì có nhiều loài hoa, động vật quý, được đi bộ trên đường 1 bên là rừng thông xa xa có thể thấy biển rất đẹp. Thỉnh thoảng bạn cũng có thể thấy tàu đánh bắt đằng xa  xa nữa. 	1
606	"Không gian đẹp, thiên nhiên còn nhiều nét hoang sơ, đồ ăn cũng tươi ngon. Du lịch kết hợp mua sắm rất ổn vì gần Chợ Móng Cái. Đặc biệt, Trà Cổ có mũi Sa Vỹ là điểm đầu tiên trên hình chữ S của đất nước Việt Nam nên ai cũng muốn ra đây với cảm giác tương đối tự hào.
                                                                "	1
607	Công nghệ du lịch của Thái là ổn, Pattaya thiên nhiên, bãi biển không đẹp nhưng họ cũng biến được thành một điểm du lịch. Ngoài walking street thì cũng có nhiều điểm chơi.	1
608	"Mình ấn tượng nhất với các món ăn của Bắc Kạn, chỉ là món bí đao thôi chẳng hạn (ở BK gọi là bí thơm) nhưng mùi thơm của loại bí BK khác biệt vô cùng, chẳng biết diễn tả ra sao nhưng nó đúng là hợp với từ bí thơm: nấu canh sườn rất ngon, xào ngon luộc cũng ngon...
                                              Khoai môn của Bắc Kạn cũng là món tuyệt vời, bánh khoai môn, môn nhồi thịt, môn rán... loại khoai môn BK bở tơi nhưng cả dẻo nữa, thơm, màu tím chứ ko sượng như nhiều nơi.
                                              Còn cả món ổi trắng ngọt lịm đang được các kỹ sư nông nghiệp nghiên cứu trồng rộng rãi nữa chứ...
                                              Con người ở đây cũng là điểm mình yêu thích, chân chất, giản dị và dễ gần đúng chất của những người miền núi."	1
609	"- Sài Gòn rất thân thiện và hiếu khách.
                                              - Nhiều dịch vụ vui chơi, giải trí và ăn uống phục vụ cực tốt.
                                              - Thời tiết thuận lợi, không khắc nghiệt như các vùng miền khác.
                                              - Giao thông đi lại thuận tiện."	1
610	Điều mình thích nhất ở Cô Tô có lẽ là nước biển, rất trong xanh, bãi cát dài và thoai thoải. Xung quanh Cô Tô còn có Cô Tô con và đảo Thanh Lân hoang sơ và sạch sẽ. Đối với những bạn thích khám phá và thích những nơi còn hoang sơ, chưa bị du lịch hóa nhiều thì Thanh Lân là sự lựa chọn lý tưởng. Người dân ở đây cũng khá thân thiện. Mình đi không thấy có hiện tượng chặt chém hay chèo kéo khách du lịch.	1
611	Thành phố rất xanh, sạch và đẹp. Không gian rộng rãi, thoải mái. Ăn uống phong phú lựa chọn, nhiều món ngon mà rẻ.	1
612	"- Chuyến tàu ra đảo, hải trình trên biển không hề mệt như bạn nghĩ mà rất nhẹ nhàng, bạn hãy ra boong tàu ngắm biển, để gió đùa với tóc, bạn sẽ có những tấm ảnh thú vị và rất tự nhiên.
                                              - Resort Cửu Long - Phú Quốc với những căn phòng tông trắng và xanh mát mẻ, với bể bơi lưng chừng tuyệt đẹp với vị trí ngắm cảnh bình minhvà hoàng hôn trên biển cũng như nhà hàng bát giác phong cách Nam bộ truyền thống và những lối đi nhỏ xinh dẫn bạn dạo bước về đêm.
                                              - Món ăn Phú Quốc, đặc biệt thích gỏi cá trích nơi đây, đó là còn chưa tính tới món cá mập nhúng giấm chấm nước mắm PQ đậm đà uống kèm một ly rượu vang sim tuyệt hảo!!!
                                              - Chợ đảo Phú Quốc, là chợ đảo nghĩa là có rất nhiều cá và các sản phẩm hải sản nhưng không hề thiếu rau xanh và hoa quả mà còn rất phong phú nữa là khác. Đặc biệt những người bán hàng ở đây rất chăm chút cho hình thức ngôi hàng của mình, gọn gàng, sạch đẹp dù chỉ là một chậu cọ nồi và mút rửa bát.
                                              - 1 ngày pique-nique ở suối Đá Bàn, địa điểm mà ít du khách được ghé thăm do hơi xa trung tâm. Một địa điểm ít du lịch nhất trên hòn đảo này nhưng để lại cảm xúc khó quên với bữa buffet nướng hải sản trên những phiến đá BÀN, với dòng suối mát lạnh chảy có đoạn êm đềm rồi đột ngột đổ xuống thành một dòng thác rồi lại tiếp tục rong ruổi qua những phiến đá bằng phẳng, để lại trên hành trình của mình những bông hoa nhỏ xinh mà kiêu hãnh vươn lên.
                                              "	1
613	"Thiên nhiên ưu ái cho Đồ Sơn phong thủy hữu tình với ""Rồng chín con"" (8 núi 1 đảo).
                                              Nhiều di tích và điểm tham quan nho nhỏ. 
                                              Gần trung tâm Hải Phòng, cự ly không quá xa các khu đô thị.
                                              Đường đi thuận tiện.
                                              Có thể tổ chức du lịch leo núi, tắm biển và đi đảo, câu cá...
                                              Bây giờ có thêm Hòn Dáu Resort, có bãi biển nhân tạo và khu vui chơi dưới nước, khu tham quan trên núi... dành cho trẻ em, rất thú vị để đi du lịch gia đình."	1
614	Đồ ăn ở khách sạn khá ngon và phong phú. Thái độ phục vụ tuyệt vời	1
615	"Tôi cảm thấy mình thật may mắn khi có dịp được di và khám phá Vịnh Hạ Long - một di sản thiên nhiên quí giá của nhân loại. Để rồi trong tôi lại có rất nhiều những cảm xúc thân thuộc, đó là cảm giác khi được ở bên biển.
                                          Nhưng điều thú vị, đó là tôi đã thật sự choáng ngợp trước vẻ đẹp của biển nước mây trời ở nơi đây. Thật sống động và lung linh, này nhé, đây là Hòn Trống Mái, Hòn ĐỈnh Hương, kia là Hòn Rồng, Hòn Cánh Buồm, ... mỗi hòn đảo, phiên đá, viên sỏi, đều mang trong mình những sứ mệnh riêng, cùng góp vào những đường nét đầy tuyệt mĩ cho một bức tranh thiên nhiên kì ảo!
                                                            Chắc chắn mọi người cũng sẽ như tôi, sẽ thật sự ngỡ ngàng trước cảnh đẹp của vùng biển đảo thân thương này!"	1
616	"Các điểm tham quan cực kì phù hợp cho các bạn trẻ yêu thích thiên nhiên và lịch sử. Có nhiều điểm tham quan mà cảnh quan còn mang nhiều nét hoang sơ như hang  Phượng Hoàng ( Võ Nhai), hồ Vai Miếu ( Đại Từ), hồ Suối Lạnh ( Phổ Yên)...đi vào các hang và suối ở đây thì tuyệt vì rất mát, nước rất sạch. Nổi tiếng nhất là Hồ Núi Cốc, cũng có thêm khá nhiều trò chơi và vé trọn gói là 130k/ người. 
                                               Đồ ăn ở đây mình thấy cực rẻ mà lại ngon, nhất là trên trung tâm thành phố, khu tập trung nhiều trường đại học. Có quán ốc nổi tiếng là Ốc Vân Béo cực ngon."	1
617	"Hành trình bắt đầu từ Hà Nội lúc 8h tối, vào đến Thanh Hóa thì nghỉ lại qua đêm. Sáng hôm sau khởi hành từ thành phố Thanh Hóa, qua Triệu Sơn, Đông Sơn, Thọ Xuân và bắt vào đường mòn Hồ Chí Minh. Đường Hồ Chí Minh đẹp như một dải lụa, hai bên đường ngút ngàn đồng mía, rừng luồng, lác đác một vài rừng cao su khi chạm đất Nghệ An. Dừng chân ăn trưa tại thị trấn Con Cuông, trong một quán ăn ven bờ sông Lam với những món cá suối rất ngon.
                                              
                                              Tiếp tục hành trình lên cửa khẩu Nậm Cắn. Dọc đường, nơi con sông Con, sông Cả chảy qua, gặp rất nhiều tàu đãi vàng. Dưới dòng nước đục ngầu chảy xiết đó nghe nói có cả vàng sa khoáng. Nậm Cắn là một cửa khẩu quốc tế nhưng rất nhỏ, làm thủ tục rất lâu, bởi không phải chờ đợi ai mà cũng phải dừng đây đến gần 40p. Bước sang đất Lào, một cảm giác khác. Ngay bên kia cửa khẩu, dải Tây Trường Sơn đôi chỗ nham nhở bởi vết tích của làm kinh tế, đốt nương làm rẫy, ngược lại, Đông Trường Sơn đất phì nhiêu và núi đồi trùng điệp bao phủ một màu xanh. Nhớ lại những bài học địa lý hồi cấp 2, gió Lào mang theo mưa, để lai mưa ở Đông Trường Sơn, sang đến Tây Trường Sơn chỉ còn là những ngọn gió lửa bỏng rát và khô đến cháy người.
                                              
                                              
                                              Từ đây bắt đầu một hành trình cực kỳ gian nan. Đường rất đẹp, rất vắng, nhưng liên tục cua tay áo, đang cua sang phải, chưa kịp hoàn hồn đã thấy cả người mình nhào sang trái. Những khúc cua không ngừng nghỉ thế này, đường Sơn La, Điện Biên, Lai Châu còn thua xa. Sau 2 tiếng lắc lư trên xe với cường độ cao thì cũng đã đến lúc thốt lên “Welcome to Xieng Khouang”! Thị trấn nhỏ, lụp xụp này là trung tâm văn hóa, kinh tế, chính trị của huyện Ban Phonesavanh, tỉnh Xieng Khouang.
                                              
                                              Chúng tôi nghỉ tại Vansana Nam Ngum Resort - một chốn nghỉ dưỡng cực kỳ bình yên nằm trên đỉnh núi với kiến trúc đặc Lào nhưng có một chút hơi hướng biệt thự Pháp. Nhà chỉ một tầng, giống như các bangalow bên Malaysia nhưng tập trung hơn chứ không cách biệt. Đặc biệt, khí hậu mát mẻ, tối và sáng sớm hơi lạnh, gần như Đà Lạt. Từ khách sạn nhìn xuống là toàn bộ thị trấn Xieng Khouang, từ đây phóng tầm mắt ra thung lũng phia xa, cảnh đẹp đến khó tin so với những lời mình nghe kể về đất nước này. 
                                              
                                              
                                              Tạm biệt Xieng Khouang - thị trấn nhỏ, nhưng sẽ có ngày quay trở lại, dù chưa biết bao giờ. Bắt đầu hành trình đến Sầm Nưa, nhưng trước khi lên đường phải ghé qua Cánh đồng Chum huyền thoại một lần cho biết. Suốt hai cây số đường là những ngọn đồi xanh mướt thoai thoải nối nhau, cảm giác có thể ngã xuống tấm thảm xanh mềm mại ấy mà ngủ một giấc quên đời. 1340 cái chum đá tổ ong kì lạ cao đến một vài mét, nặng từ 600 kg đến một tấn nằm đơn lẻ hay quy tụ thành từng nhóm ngổn ngang trên nền đất khô cằn rộng khoảng 25 hecta, thuộc cao nguyên Xieng khuang, ở cuối phía bắc của dãy núi Trường Sơn. Đây là một khu di tích lịch sử nổi tiếng tại Lào với một bí ẩn lịch sử không được lí giải thấu đáo. 
                                              
                                              Tiếp tục vượt qua 262 cây số đường rừng để đến Sam Nua. Xe leo lên đỉnh núi, từ đó phóng tầm mắt xuống thung lũng xanh ngút ngàn bên dưới, bỏ sang một bên những đoạn cua gấp khúc chỉ cách nhau 10-15m, bỏ qua mọi vướng bận, cảnh đẹp đến quên cả những cú lắc chóng mặt. Đường đi quanh co, mặt đường không tệ, nhưng đường hẹp liên tục có biển chỉ dẫn đường gấp khúc. Vài chục cây số mới gặp một bản nhỏ chơ vơ bên đường cái, lam lũ, nhếch nhác. Còn cách Sầm Nưa 15km, trời đổ mưa như trút nước, lái xe chỉ dám chạy 15km/h vì mưa quá to. Lần đầu tiên biết thế nào là mưa rừng.
                                              
                                              Sầm Nưa, cái tên đã gắn với bao điều lãng mạn của đoàn quân Tây Tiến năm nào. Thị xã bé nhỏ và bình dị này nằm yên bình trong thung lũng Sầm Nưa được bao bọc bởi lớp lớp lô nhô những núi là núi. Buổi sáng ở đây thường có mưa lay phay với cái lạnh se se; buổi trưa nắng lên chói lóa, khoảng quá trưa thường có những cơn mưa giông chợt đến, chợt đi ào ạt; về chiều, tiết trời lại mát mẻ với cái nắng vàng ươm; còn đêm xuống, muốn ra đường, người ta phải khoác thêm tấm áo ấm cho đỡ lạnh, và khi ngủ thì phải đắp chăn bông… Thêm chút lạnh, để nhớ “Ơi cô em Sầm Nưa, nhớ thương anh mà đợi chờ” (Trần Tiến) 
                                              
                                              Sang Lào, không thể không thưởng thức món lạp đặc trưng và xôi nếp Lào đựng trong giỏ cói, mềm, dẻo, thơm, không dính tay và ăn cả ngày không hề bị cảm giác nóng. Khi vào bất cứ quán ăn nào của Lào, bạn đừng nghĩ đến chuyện cầm đũa, người Lào từ quý tộc đến bình dân đều ăn bốc để tất cả các giác quan đều hoạt động khi ăn. Đất nước này  cũng là địa chỉ dành cho những người muốn khám phá các món ăn lạ và độc như chuột khô, nhái xanh, bọ cánh cứng và các loài côn trùng như bọ xít. Bạn có thể tìm mua dễ dàng trong chợ Sầm Nưa và nhiều chợ khác trên đất nước này. 
                                              
                                              Tạm biệt Sam Nua, tạm biệt HouaPhan, về Việt Nam qua cửa khẩu Na Mèo, Nghệ An. Từ đây, đường về Hà Nội còn rất xa, nhưng qua cửa khẩu là thấy không khí của đất nước mình. Có lẽ thiên nhiên ưu đãi cho đất nước Lào một khí hậu tuyệt vời, nên cảm giác, người Lào thua xa người Việt Nam về độ chăm chỉ, và những câu chuyện lượm lặt dọc đường cũng chứng minh rằng dân nước mình cần cù quá. Hơn  500 cây số dọc đất nước Lào nơi tôi đi qua, thanh bình, mộc mạc đơn sơn, những con người hiền lành, nhân hậu, thật thà và không bon chen. Trên đường đi nhận được tin “đã thấy chán nước Lào chưa?”. Có lẽ là không chán, bởi còn nhiều điều khám phá, và chắc chắn sẽ hẹn gặp lại. 
                                              
                                              Lại mượn một tin nhắn nhận được trước khi rời khỏi Việt Nam:
                                              “Đất nước Triệu Voi là một xứ sở thanh bình và đơn sơ. Những bản làng của người thiểu số với trâu, bò, lợn, gà, ngựa tạo thành một cộng đồng gắn bó hàng ngàn năm nay. Năm Vông là một điệu múa dân tộc và mang đậm nét văn hóa của người Champa mà bất kỳ ai cũng có thể hòa nhập dù chưa một lần trải nghiệm. Người Lào chân thành và mộc mạc đến khó tin. Nếu ai có dịp đến Vientian chắc hẳn không thể không ghé qua Thatluang, ngôi đền được cho là linh thiêng nhất. Nếu ai đó lỡ để một cô gái Lào quý mến, chắc chắn sẽ được tặng một sợi chỉ màu đỏ và buộc vào cổ tay làm dấu. Thật đơn giản mà thanh tao!...”
                                              
                                              Sẽ có ngày gặp lại!
                                              
                                              "	1
618	"Vũng Tàu là điểm đến du lịch thuận tiện và phổ biến nhất vào những ngày cuối tuần cho người dân miền Nam, đặc biệt là Tp.HCM. Các gia đình vào dịp cuối tuần có thể đến Vũng Tàu nghỉ dưỡng 2 ngày cuối tuần. Đường sá thuận tiện với Cao tốc Long Thành - Dầu Giây nên chỉ mất khoảng 1 tiếng rưỡi là mọi người đã có thể tung tăng vẫy vùng với sóng nước và thỏa thích ăn hải sản.
                                              
                                              Điều tôi thích nhất mỗi khi đến Vũng Tàu đó là được tận hưởng làn gió biển mát lành, được lang thang dạo biển và ăn vặt dọc bờ biển vào buổi tối và tuyệt nhất là được thỏa thích ăn các món hải sản mà mình yêu thích."	1
619	Đến với Sapa, điều mà mình thích nhất đó là khí hậu. Đặc biệt là mùa hè, thời tiết rất mát mẻ, dễ chịu. Cảnh núi rừng Sapa phải nhìn tận mắt mới thấy hết được vẻ đẹp hùng vị lại pha chút mờ ảo hơi sương, thật sự ko có máy ảnh nào có thể chụp lột tả hết được vẻ đẹp ấy. Sapa có một màu sắc dân tộc rất riêng, khác với cuộc sống nơi thành thị, gợi về một cuộc sống yên bình. Nếu có cơ hội được đi thăm thú, ở cùng người dân bản lại càng thú vị hơn. Người dân nơi đây rất thật thà, chịu khó. Các sản phẩm mặt hàng thủ công bày bán cũng rất đẹp mắt, tỉ mỉ và giá cả phải chăng.	1
620	"Chúng tôi đáp chuyến bay từ Hà Nội tới Siem Reap vào đêm một ngày cuối tháng 4 - chuyến xuất ngoại đầu tiên trong đời của một đứa không thích đi du lịch!
                                              Hơn 10 giờ tối, sân bay Siem Reap tĩnh lặng, vắng vẻ với vài tốp du khách tới quầy làm thủ tục nhập cảnh khiến tôi có chút phiền muộn vì tôi thích những chỗ đông vui, tấp nập. Sau khi mặc cả chán chê, chúng tôi thuê được một cậu lái xe tuk tuk với 7 USD đưa về khách sạn có tên tiếng Việt là Hoa Lan và những ngày sau đó, anh chàng tuk tuk kia chở chúng tôi đều như vắt chanh tới các điểm tham quan với giá cực kỳ hữu nghị.
                                              Siem Reap đón chúng tôi bằng không khí dịu mát sau trận mưa chiều, đường từ sân bay về khách sạn vắng tanh, chúng tôi hò hét không ngừng nghỉ vì cảm giác ngồi trên xe tuk tuk phóng khoáng tột đỉnh và đương nhiên là không bị say xe.
                                              Đến Sieam Reap đương nhiên là sẽ tới thăm quần thể Angkor Wat. Nơi đây có bao nhiêu đền đài tráng lệ với những cảnh bình minh hay hoàng hôn dễ làm cho lòng người dịu lại, chiêm nghiệm và suy tư, về con người về sự thăng trầm của lịch sử và về chính cõi lòng u mê mà tôi đang đeo nặng nề... 
                                              Tôi cũng thích phố đi bộ Pub street tại Siem Riep. Sau mỗi ngày lang thang các lăng tẩm tráng lệ, chúng tôi về phố đi bộ nổi tiếng này để ăn các món nướng của người Cam, uống bia Angkor, massage chân và lại lao vào những bar có các ca sĩ từ Thái Lan, Philippines sang hát. Hóa ra tôi nhầm, khách du lịch tới đây đông nghẹt chứ ko hoang vắng như tôi từng lo sợ ở sân bay. Thế là không phân biệt biên giới, ngôn ngữ, văn hóa, chúng tôi hòa mình vào những giai điệu &quot;I will always love you...&quot; bung biêng và mê đắm.
                                              Chả đêm nào chúng tôi về khách sạng trước 12h :).
                                              Tôi thích cách làm du lịch của người Cam, họ biết biến những điều đơn giản thành một hành trình du lịch khám phá cuộc sống. Làng người Việt trên hồ Tonle Sap chẳng hạn. Nơi đây những người Việt từ nhiều đời nay từ mạn Tây Ninh, ĐBSCL của Việt Nam ngược dòng sông Mê Koong lên đây tụ hội sinh sống. Giờ đây, họ đã có trường để dạy chữ tiếng Việt cho bọn trẻ con, có những trang trại nhỏ nuôi các loại động vật đặc trưng vùng sông Mê Koong để bán cho khách du lịch... Một tour như vậy, mỗi du khách bỏ ra 25 USD chưa kể tiền tip.
                                              Tôi cũng thích David - một hướng dẫn viên người Cam, 32 tuổi, học hết cấp 2 rồi được một tổ chức phi chính phủ dạy tiếng Anh, từ đó cậu dẫn tour trên hồ Tonle Sap, không có lương, chỉ sống bằng tiền tip của khách, nhưng cực kỳ thân thiện. Biết chúng tôi tới từ Việt Nam, anh chàng rất hớn hở ra mặt và liên tục nói I love Việt Nam. Cậu cũng kể về những năm Việt Nam giúp đỡ nhân dân Cam trong cuộc chiến với bọn diệt chủng Pol Pot, đầy xúc động. Cậu bảo, Việt Nam luôn nằm trong trái tim tôi và nhiều người dân Cam khác...
                                              Trước chuyến đi, thấy 2 nước Việt _ Cam đang có những bất đồng về mặt chính trị, tôi thậm chí còn phải xin một số điện thoại của người quen làm việc tại ĐSQ Việt Nam tại Cam nhưng gặp những người dân thân thương, dễ mến ở Siem Riep, tôi thực sự an tâm và hòa mình vào nhịp sống yên bình nơi đây.
                                              Dù có chuyện gì, liên quan tới biên giới giữa 2 quốc gia, tôi vẫn tin, Siem Reap là điểm đến tuyệt vời cho du khách Việt. Hãy tin tôi đi, rồi bạn sẽ muốn quay trở lại nơi ấy.
                                              
                                              "	1
621	"Những ngày này nghe mưa lũ làm bầm dập Cô Tô của em mà em đau lòng tới rụng rời, bởi trái tim em đang nằm ở đó.
                                              Năm 2011, lần đầu tiên đặt chân lên đảo Cô Tô với một bầy bạn gái vui vẻ và dễ mến, em đã &quot;chết&quot; ngay từ cái nhìn đầu tiên với hòn đảo xinh đẹp này. Em sẽ không kể về chi tiết chuyến đi, e cũng không kể về những chuyến phà, không kể về không khí trên đảo... Mà e chỉ nói về những chi tiết làm nên tình yêu của em với Cô Tô thôi.
                                              E thích được dạo trên bãi biển hoang vắng với cát rạo rực dưới lòng bàn chân, rồi cả nhóm ùa xuống biển tắm đêm, tiếng cười vang lanh lảnh, rộn ràng.
                                              E thích được ra đảo Cô Tô con hoang vắng gần đó ngụp lặn trong làn nước trong veo rồi lên tàu chấm mút một nồi ốc gai luộc chấm mắm gừng nóng bỏng tay.
                                              E thích được ngồi ở bãi biển với vài người bạn thân trên chiếc chõng tre để uống li vang đỏ với buffe hải sản trong ánh đèn bão chạng vạng với váy dài thướt tha.
                                              Buổi bình minh cùng anh Thành chúa đảo đi câu cá bớp trong thứ ánh nắng mai vàng đỏ ở bãi Hồng Vàn như khiến con người như trở về thời nguyên thủy, hòa mình hoàn toàn với thiên nhiên.
                                              Vì cuộc sống nơi đây quá đỗi thân thương nên em đang mơ mộng về 1 đám cưới sẽ diễn ra ở đây. Hoàn toàn thiên nhiên, thân ái và bạn bè thân thiết. Mình sẽ mời các bạn những món hải sản ngon nhất, âm nhạc hay nhất, các bạn được tự do ăn mặc, hát múa nhất và nghỉ ngơi ở nơi tuyệt vời nhất.
                                              Vì em yêu Cô Tô nên tính sở hữu cao, em kệ bao nhiêu người khác cũng yêu Cô Tô, em yêu theo cách của riêng mình - yêu trong hoài niệm. Để lúc mệt mỏi, e lại nghĩ về hòn đảo yên bình đó với bao thứ mơ mộng và xây đắp 1 kế hoạch đám cưới cho riêng mình :).
                                              Cô Tô ơi chờ nhé, đợi mình tìm chú rể rồi ta sẽ gặp lại nhau để hưởng trọn những ngày vui vầy, hạnh phúc."	1
622	"- Nhà dân khang trang, điện nước đầy đủ mà giá lại khá rẻ (50-80k/người), khách sạn tầm 200-300 là đẹp lắm luôn rồi.
                                              - Đảo được hình thành từ 5 ngọn núi lửa đã tắt nên đã để lại những cảnh đẹp tự nhiên, hùng vĩ cho đảo.
                                              - Đồ ăn khá rẻ, bạn không nên bỏ qua các món đặc sản ở đây như cua dẹt, ốc mặt trăng, cua huỳnh đế, cá tà ma, ...ngoài ra kem được bán trên xe đạp quanh đảo rất ngon và rẻ lại còn thơm mùi sữa dừa nữa chứ (có 3k/chiếc) .
                                              - Nước biển rất trong và sạch, khuyến cáo các bạn nên mang kính lặn, có thể ngắm san hô và cá bơi ngay dưới chân mình.
                                              - Bình minh ở Lý Sơn rất đẹp, đặc biệt nếu bạn ngắm bình minh từ trên đỉnh núi Thới Lới thì còn đẹp nữa, cảnh tượng cực kì hùng vĩ. Nếu bạn ưa trải nghiệm, có thể mang lều lên đỉnh núi ngủ và đón bình mình sớm, cảm giác này rất đáng để thử luôn ^^.
                                              - Người dân ở đây cũng rất thân thiện và mến khách nên đây cũng là 1 điểm cộng cho Lý Sơn.
                                              "	1
623	"Không chỉ có cảnh đẹp kì thú mà Hạ Long còn có rất nhiều những khu vui chơi sầm uất đặc biệt khu đảo Tuần Châu, nhưng Đảo Tuần Châu nên đi vào buổi tối thì sẽ rất đẹp trong khu Tuần Châu có tất cả các trò chơi ví dụ như: đụng xe, bắn súng sơn, rồi xem phim 4D,5D, xem xiếc thú, cá heo.... nhiều lắm nhưng mình đặc biệt thích xem nhạc nước ở Tuần Châu, mình xem nhạc nước ở rất nhiều nơi nhưng nhạc nước trong khu vui chơi này rất đặc biệt thu hút đông người xem lắm.
                                              Những cái hang động thì đẹp lung linh lun, càng sinh động hơn khi được cô thuyết minh viên giới thiệu 
                                              Ở đây có ít bãi tắm thật nhưng các bạn hãy tìm cho mình 1 nơi tắm biển lí tưởng nhé mình đã chọn bãi TiTop nước rất trong xanh, sạch sẽ lắm
                                              Đồ ăn ở đây tương đối ngon hợp khẩu vị, nhân viên phục vụ chuyên nghiệp chu đáo hơn 1 số khu du lịch khác"	1
624	Bún thịt nướng ngon, bánh xèo ăn được	1
625	gần nhà	1
626	"Biển Nha Trang đẹp lắm các bạn ơi, bờ biển dài uốn lượn, nước biển trong vắt. Nếu các bạn ở những ks trên đường trần phú là view rất rất đẹp luôn. Nhìn ra bờ biển trải dài với những hòn đảo ở xa xa.
                                              Còn dịch vụ tắm bùn với suối khoáng nữa chứ rất tuyệt. Đây là 1 nơi nghỉ dưỡng  tuyệt vời."	1
627	"Ninh Bình đã không quá xa lạ với  những người yêu thích du lịch, cách hà nội 80 km, giao thông rất thuận lợi. 
                                              Các điểm đến ở Ninh Bình sẽ mang đến cho bạn cảm nhận đến hết giá trị của sự bình yên, từng cánh cò chao nghiêng trên đồng chiêm trũng Vân Long, chùa Bái Đính trang nghiêm, vỗ về thân thể với dòng nước khoáng nóng dịu dàng, thăm thú hang động ở Tràng An, tam cốc bích động, mướt màn màu xanh với rừng quốc gia Cúc Phương, sau một ngày vui chơi còn gì thích thú bằng việc ngồi quanh bạn bè với những đĩa cơm cháy vàng rộm và thịt dê thơm lừng"	1
628	Nơi đây vừa có nét hoang sơ chưa khai phá, vừa có nét hiện đại của những dự án được đầu tư qui mô. Ăn hải sản ở đây thật tuyệt vời 	1
629	"Khi đến với Đồng Nai các bạn sẽ tận hưởng sắc thái của một vùng mang đậm chất miền Đông Nam bộ. Các điểm du lịch ở Đồng Nai không có biển nhưng bạn luôn sảng khoái bởi nơi đây có nhiều thác đẹp và phong cảnh hữu tình.
                                              Sông nước gắn liền với những khu du lịch sinh thái, các món ăn rặc mùi vị nam bộ và con người thân thiện, hiếu khách nơi đây sẽ khiến các bạn trải lòng mình và thoải mái sau những ngày vui chơi tại các điểm du lịch ở Đồng Nai."	1
